,article_id,typo,is_real_typo
107,291227,不曾破過案，對情況感到擔心。他表示幸好此____次____街坊及時借滅火筒撲火，否則將會波及更多電,0.0
108,289826,採購銷售。 28年來 ，他向日本果農學習____下____練出「望、聞、聽」的挑選生果三項技巧，如,0.0
109,289826,富士蘋果。但我們覺得王林蘋果甜又香，便首____間____引入推廣，後來大家都喜歡青蘋果的清新、甜,0.0
110,289826,言是靠果農的教導及經驗下慢慢累積，穿梭港____日____多年的他，已練出靠「望、聞、聽」分辨生果,0.0
111,289826,人不吃的我們會食。見到蘋果不靚，士多啤梨____有____爛，我們就專門去食，才知道蘋果、士多啤梨,0.0
112,291132,你拜個年！” **年初二，初五，初七，同____新____十五後會有不同回應！ 你亦可試試以下Si,0.0
113,291218,人日前在日月潭表演，扮成自由女神的她，手____雖____拄著枴杖，人卻優雅「飄浮」在半空中，吸引,0.0
114,291218,表演都讓遊客盡歡。 而這次表演的行動雕像____澤____則常出現在台中、南投一帶，被偷拍裙底的表,1.0
115,290034,們相互連繫，「有一個空間讓她們認識自己，____為____意自己的需要；那些需要是可能是自己忽略的,0.0
116,290034,少逐少，建立關係，讓她們看到自己的需要，____小____如說自己喜歡紫色的種種，都令自己每次說起,0.0
117,290034,者。 《一點》以中英文記錄香港人的故事，____有____你多一點。 【周五心意運動】您捐一封$5,0.0
118,291214,追到老婆之後，趙麗穎近日接受內地媒體《娛____理____》訪問首談愛上老公的原因，不禁令人覺得二,0.0
119,286984,據Ubisoft的Far Cry製作團隊____中____故事總監：James Nadiger訪談,1.0
120,291221,用帳號永久封禁處理。 微信又指，網絡賭博____十____賭九輸，被法律明令禁止，而搶紅包外掛軟件,0.0
121,291221,號永久封禁處理。 微信又指，網絡賭博十賭____九____輸，被法律明令禁止，而搶紅包外掛軟件不僅,0.0
122,291244,，林鄭民望更創新低至45.5分。 林鄭於____大____前日（31日）出席香港社區組織協會的團年,0.0
123,291244,Q爆棚」，不禁令人想到其手下、以智商16____0____冠絕政圈的勞福局局長羅致光，同樣因收緊長,0.0
124,290689,畫「新世紀福音戰士」邀請玩家共同前進第三____新____東京市。 面臨永無止境的使徒來襲，神秘國,0.0
125,289950,估算會讓體重增加約2.2公斤（附圖2），____得____要從台北出發騎腳踏車環島經過屏東後到達花,0.0
126,289950,；肉品則可加入燙熟的芥菜、花椰菜、小唐菜____盤____飾，或以青椒、筍片拌炒，不但可以增加膳食,0.0
127,289950,增加飽足感。 健康秘訣5：當季水果大桔大____利____ 每餐水果攝取量大約1個拳頭大，建議以當,0.0
128,289950,加飽足感。 健康秘訣5：當季水果大桔大利____ ____每餐水果攝取量大約1個拳頭大，建議以當季,0.0
129,291219,，因此應該擱下所有地緣政治的考量。 阿勞____若____表示，巴西外交部將成立一個特別委員會，專,0.0
130,291251,____置____辦年貨。屯門區更是不少內地旅客的購物熱點,0.0
131,291254,安分局接到王某報警，指有人懸掛錦旗，指名____點____姓對其作惡意詆毀和攻擊。同日下午5時20,0.0
132,291003,月1日至3月3日與大家一同細味阿虫與他的____算____術人生觀。 圖片：南豐紗廠提供 阿虫去年,0.0
133,291003,好疲勞》，分享阿虫豁達從容的數字人生。 ____加____：作品名稱《種瓜會得瓜種豆便得豆，種荷有,0.0
134,291003,稱《風雨同路》，阿虫說:「和别人分享就是____除____！」，要時常感恩别人曾和你分享他們擁有的,0.0
135,291003,的發現。 零：作品名稱《白雖無色亦是色 ____有____從無來本是無》，自我小等如世界大。零很玄,0.0
136,291003,品名稱《白雖無色亦是色 有從無來本是無》____，____自我小等如世界大。零很玄，像白色一樣，它,0.0
137,291233,的威權政府更加優越」一類的觀點。 美國安____可____顧問有限公司（APCO Worldwid,0.0
138,291264,從他人手中購買萬寶路、百樂門等品牌的加熱____不____燃燒捲煙，並通過微信進行銷售，目前庭審查,0.0
139,291264,經營數額為473萬多元（人民幣，下同）。____」____ 法庭認為，被告人王某等11人違反國家規,0.0
140,291264,營數額為473萬多元（人民幣，下同）。」____ ____法庭認為，被告人王某等11人違反國家規定,0.0
141,290084,牲自由。相愛容易，相處難，往往磨蝕掉愛情____的____就是相處上的小摩擦。因為人生來就是獨立個,0.0
142,291258,百度貼吧的留言列出一個名單，並被標註為「____7____夕快到了，沒有什麼禮物送你，這100個小,0.0
143,291209,及初三（7日）於香港大球場上演，三隊訪港____外____隊今日（3日）先後抵港，其中最受關注、有,0.0
144,291016,2019年5月21日（二）發售。本次公開____出____登場自《托托莉的鍊金工房》兩位玩家熟悉的,1.0
145,291275,一向為台灣民眾的旅遊熱門地點，台灣陸委會____3____日（周日）發布新聞稿，提醒台灣民眾於春節,0.0
146,291206,有一款「啱心水」！這個食譜更獲官方認證，____指____試了絕對不會後悔。 下載「香港01 」A,0.0
147,291206,，杯中薯條被一層厚厚的芝士覆蓋，加入熱水____攬____拌後的芝士薯蓉濃厚，很輕易做到「拉絲」的,1.0
148,290705,ul Mittleman等；日本方面就有____裏____原教父藤原浩；意大利方面則有成立了Sla,1.0
149,290705,當時倫敦很難購買到優質的Stussy，於____時____就毅然辭去DJ工作，老遠去到加洲，向Sh,1.0
150,290705,本市場，90年代初東京「裏原宿」服裝概念____在____促成，以goodenough、A Bat,0.0
151,290705,NEIGHBORHOOD及visvim等____日____牌帶到英倫，再於1998及2002年開設,0.0
152,290705,關於時裝、藝術乃至音樂方面的知識。一切就____承____如Kim Jones自己所言：「Mich,0.0
153,290705,a、高橋盾及Nigo等人就時常親自到倫敦____總____壇拜訪或商談合作事宜，縱然那時候的Kim,0.0
154,290705,還是BBF公仔，均明顯用上了大量粉色和花____奔____圖勝貫穿之，這是因為在向Dior生先童年,0.5
155,290705,BBF公仔，均明顯用上了大量粉色和花奔圖____勝____貫穿之，這是因為在向Dior生先童年故居,0.5
156,290705,與Matthew Williams共同製____方____的鋼扣環Saddle，正是絕佳例證，但由,1.0
157,290705,域找出時尚精髓，以畫龍點睛之法將他改造成____，____男裝產物，這種男、女裝「道通為一」的眼界,1.0
158,290552, 犯法之餘亦相當危險。 「真係唔明點解會____批____個咁嘅位，明明青衣城下面停車場都有位比非,0.0
159,285419,仍懷念那些年星二代的可愛模樣。 每逢過年____思____童星，無綫電視旗下的「big big c,0.0
160,290102,llet）app，然後點一下右上角「+」____加____號； Step 2：按「下一步」，然後再,0.0
161,291281,僱人士，而被疑犯刺傷的傷者則為澳門人。 ____司____警局就事件展開調查，在清晨5時15分，在,0.0
162,291223,時小狗的晶片號碼，經過翻查後，掃描結果竟____祭____然發現眼前狗狗的晶片號碼與昔日愛犬的編號,1.0
163,291107,，詢問其中數款唇膏是什麼牌子及色號，相信____被____勾起購物慾，但亦有男網民指男友舉例貼切，,0.0
164,291297,常委、政法委原書記兼滕州市社會矛盾排查調____處____中心辦公室原主任彭慶國貪污、挪用公款、受,0.0
165,290439,____江____登上日本時尚雜誌《with》封面的消息公,1.0
166,291284,否定了這個療程的功效。之後Christy____有____發文表示每人對養生的習慣和想法都不同，她,0.0
167,291283,受到不少批評，但至少她們勇於為自己的夢想____赴____諸行動，而不是空口說白話。 「我覺得中學,1.0
168,291283,像什麼雜牌軍，打贏協恩也沒有意思。」轉校____，____有一班新隊友，大家也是一樣努力操練，用汗,0.0
169,280271,怪話題，如你的工作怪癖或在工作上怎樣對付____小____人和上司之類，這些待跟對方再熟絡一點才再,0.0
170,291235,aub，日前在社交網站出Post，指收到____風____《Marvel隊長》已舉行試映會，有份出,0.0
171,290718,Wagner，她答應與之約會，以紋身課堂____會____為交換。她的確在他身上學會了紋身藝術，而,1.0
172,291236,機2 重製版》（BioHazard RE____：____2／惡靈古堡2）在上兩個星期對遊戲界的震,0.0
173,291236,"機2 重製版》（BioHazard RE____：____2／惡靈古堡2）除了完全重製外,更特意加",0.0
174,291236,l 2》《生化危機2 重製版》，淘寶買賣____相____方都要動動腦，才能躲過禁售令。例如不直接,1.0
175,291236,封面，或把遊戲名改為能令玩家足以聯想的名____子____。大家看到這個手繪的封面，加上《我來警察,1.0
176,291236,暗黑破壞神 3》（Diablo 3）沒有____開____中國開放出售時，淘寶就以「大菠蘿 3」（,1.0
177,291236,對方指出售﹑描述的貨品和買家收到的一樣，____尋____正當交易。未知今次的《Resident ,1.0
178,290479,人節來些特別體驗，而且西式素食傾向多蔬菜____；____多清新選擇，與傳統齋館的概念大相逕庭。灣,0.5
179,290479,ishsteria五道菜套餐$488兩位____用____　包生蠔紅蝦覆盆子雪糕 Fishster,0.0
180,290479,shsteria五道菜套餐$488兩位用____　____包生蠔紅蝦覆盆子雪糕 Fishsteri,0.0
181,290479,以自家製覆盆子雪糕，劃上甜蜜句號。 按圖____有____Fishsteria Waterside,0.0
182,290479,節套餐，前菜有輕煎吞拿魚橘子汁沙律及英倫____周____打蜆肉湯，主菜可選龍蝦尾米多伴燒蔬菜或焗,0.0
183,290479,酒麵豉與椰菜花蓉襯有煙燻氣息的紅麵豉醬和____砵____酒汁，令菜式更具層次。甜品是士多啤梨千層,0.0
184,291186,____前____好多人都鍾意親自整一些賀年糕點應下節，估,1.0
185,291186,我一直都好尊重佢，因為佢自細就愛國，當時____響____最無利益嘅情況底下都堅持，根正苗紅，做個,0.0
186,291186,ll......大家立場唔同，我無意見，____並____尊重。唔似得其他垃圾藝人，97前就民主歌,0.0
187,291293,友一同報案。不過，他的圖謀最終還是被警方____悉____破，被捕後獲判1年半。 肖某與張某本是好,0.0
188,290339,旺；紅劍蘭代表步步高升。」他抱起特意為豬____年____而種的橘色劍蘭說：「『金珠』配綠葉，象徵,0.0
189,290339,，怎樣種也不會開花。」 2018年　災難____之____年 前年天氣冷，花遲開三星期，趕不上年宵,0.0
190,290339,宵蝕了不少錢；2018年冬天剛相反，天氣____過____暖街上人人喊熱，梁日信的花提早了三個星期,0.0
191,291255,の城 (Ice Palace) 冰雪奇緣____的____冰之城 12. 任務報酬：ブリザドチェー,0.0
192,291255,. オラフ (Olaf) 冰雪奇緣冰之城____前____ 13. 任務報酬：スノーロゼット 14,0.0
193,291255, オラフ (Olaf) 冰雪奇緣冰之城前____ ____13. 任務報酬：スノーロゼット 14.,0.0
194,291255,ノーロゼット 14. 大きなサボテンダー____？____ (Big Green Cactuar),0.0
195,291255,ーロゼット 14. 大きなサボテンダー？____ ____(Big Green Cactuar) ,0.0
196,291255,17. 任務報酬：エアロブレス 18. ____港____町の滝 (Waterfall) 魔盜王城,0.0
197,291255,ノーロゼット 14. 大きなサボテンダー____？____ (Big Green Cactuar),0.0
198,291255,ーロゼット 14. 大きなサボテンダー？____ ____(Big Green Cactuar) ,0.0
199,291255,7. 任務報酬：エアロブレス  18. ____港____町の滝 (Waterfall) 魔盜王城,0.0
200,69390,亦沒有閒下來，他利用《時事新報》和自己創____位____的慶義義塾兩個傳播工具，對中國百般貶低。,1.0
201,69390,——他當時是意指朝鮮——「自己不能管理國____是____」，那麼文明的國家，實則日本對它進行強制,1.0
202,69390,為先進國家帶未開化國家帶來文明。這個口吻____一____足一副歐洲殖民主義者口中的「白人的負擔」,1.0
203,69390,覺，他在文中指出「處於今日禽獸世界最終可____訴____之途惟在拼死之獸力」。福澤一心認為歐美國,0.5
204,291268,0可為12個家庭提供一餐回收蔬果及食物 ____有____網民將圖片上載至facebook群組「香,0.0
205,291312,，成為天文台自1884年有紀錄以來史上最____二____熱的年廿九，但仍無阻市民逛年宵興致。不少,1.0
206,291211,達一次。 哪麼到底如果譯才會比較理想呢？____，____ 「 跟芬尼學英語 」創辦人Tiffan,1.0
207,291211,一次。 哪麼到底如果譯才會比較理想呢？，____ ____「 跟芬尼學英語 」創辦人Tiffany,0.0
208,291211,， 亦套用了習語。 相關文章：90後情侶____有____律師、博士不做 合作搞補習：不願淪工作機,0.0
209,291211,不願淪工作機器 而第二句， 她原打算譯為____，____ 「no one would be hu,1.0
210,291211,有傷害」， 會將hurt的位置， 由過去____分____詞或者動詞， 轉成一個名詞， 因此將之翻,0.0
211,291323,細節，但民政事務局局長劉江華於今（3日）____日____電台訪問時表示，因為需要更多時間整理意見,0.0
212,291323,新公布日期，亦不評論押後的原因，是否與土____供____組建議局部發展粉嶺高球場有關，僅重申諮詢,0.0
213,291310,了一步。 這位台灣美少女的成名故事無需多____贇____，正正反映了年青人祟尚「惡搞」風氣，譬如,1.0
214,291310,無力改變現實的壓抑。 這種夢不免流於淺層____顯____學，但人是有深度的；創作的本質就是一種探,0.5
215,291310,iah Carey 的唱功 ......____主____段旋律驚喜地帶有 恭碩良早期作品〈全日遊,0.0
216,291277,一起回老家祭祖，未料妻子開始抱怨，歇斯底____力____叫囂苦鬧，還揚言殺死他的父母，他為使妻子,1.0
217,291277,老家祭祖，未料妻子開始抱怨，歇斯底力叫囂____苦____鬧，還揚言殺死他的父母，他為使妻子冷靜才,0.0
218,291277,老家殺死他父母，他為使妻子冷靜，才會動手____賞____耳光，他又擔心妻子深夜外出有危險，才會迫,0.0
219,291005,用的長竹籤，我們難以提供類似餐具，故這是____提____較易產生的垃圾。」 雖然環保署主動配合，,1.0
220,291005,的經驗，陳杏怡指團體今年在攤位競投日，已____和____投得兩年宵市場熟食攤位的負責人溝通，希望,0.0
221,291005,令市民對環保餐具反感之餘，食肆亦未必有相____龐____配套配合。她建議，可加入賞罰機制，慢慢改,1.0
222,291025,、頭髮、灰塵... 還有感冒傷風咳嗽和打____乞____嚏時飛濺之體液，粒粒鍵間縫隙藏污納垢極其,0.0
223,291025,備的黃色 Memo便箋 。 Memo便箋____攝____鍵盤罅　孤島式Keyboard無乜用 先,0.0
224,291025,用於一些採用「孤島式設計」Noteboo____k____連機鍵盤時，由於鍵是彼此分開，縫隙不是按,0.0
225,291025,要將之Memo剪細以符合鍵側的長度，更要____該____粒清理，工序無比繁複瑣碎。便箋插入縫隙空,1.0
226,291289,簸、時間太長，所以無奈才選擇搭乘高鐵，惟____對____號座早就售罄，她只能買自由座。她上車後走,0.0
227,291289,親身經歷過才知道，有些善良的人……也只是____出____張嘴而已」，她續指，「希望各位可以善待身,0.0
228,291289,「真的有需要可找列車長，而不是在網路上P____o____文罵別人沒愛心，說真的別人沒義務要讓」，,0.0
229,291289,入口處附近都設有「博愛座」呼籲旅客乘車時____禮____讓年長者、婦孺與行動不便旅客優先入座，若,0.0
230,289189,翌日放火燒死皓鑭，幸好呂不韋送上防火袍，____異____人亦暗中將丹藥交給皓鑭。當皓鑭祭天之時，,0.0
231,291276,不過，英國《太陽報》上周二（29日）指 ____文____翠珊私下已排除「硬脫歐」的可能性 ，只是,0.0
232,291259, 粉絲鄭裕玲訪問車銀優@ASTRO　DO____姐____冧爆激讚：佢係完美嘅靚仔 女偶像方面，深,0.0
233,289920,，如何去放手成就他人。 當然我們沒有Ti____m____的穿越能力，也正因如此我們會因錯失而後悔,0.0
234,291294,日前現身《香港01》與《如珠如寶》合辦的____0____電影放映會，完場後即席跟觀眾交流，「我自,1.0
235,290714, 拜年時候大家均愛聽吉祥說話，家長不妨在____從____中先教小朋友一些簡單易記又好意頭的說話，,0.0
